Token_ID,Token,POS,Number,Case,Gender,Person,Tense,Voice,Mood,Lemma
Sen_12,ex,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ex
Sen_12,parte,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,pars
Sen_12,monte,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,mons
Sen_12,Iura,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,Iura
Sen_12,altissimo,ADJ,Sg.,Abl.,m,NaN,NaN,NaN,NaN,altus
Sen_12,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_12,qui,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_12,est,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,sum
Sen_12,inter,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,inter
Sen_12,Sequanos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Sequani
Sen_12,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_12,Helvetios;,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_12,tertia,ADJ,Sg.,Abl.,f,NaN,NaN,NaN,NaN,tertius
Sen_12,lacu,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,lacus
Sen_12,Lemanno,ADJ,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Lemanus
Sen_12,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_12,flumine,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,flumen
Sen_12,Rhodano,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Rhodanus
Sen_12,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_12,qui,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_12,provinciam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,provincia
Sen_12,nostram,PRON,Sg.,Acc.,f,NaN,NaN,NaN,NaN,noster
Sen_12,ab,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ab
Sen_12,Helvetiis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_12,dividit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,divido
Sen_12,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_13,His,PRON,Pl.,Abl.,f,NaN,NaN,NaN,NaN,hic
Sen_13,rebus,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,res
Sen_13,fiebat,VERB,Sg.,NaN,NaN,3,Imp.,pass.,ind.,fio
Sen_13,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ut
Sen_13,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_13,minus,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,minus
Sen_13,late,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,late
Sen_13,vagarentur,VERB,Pl.,NaN,NaN,3,Imp.,pass.,subj.,vagor
Sen_13,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_13,minus,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,minus
Sen_13,facile,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,facile
Sen_13,finitimis,ADJ,Pl.,Dat.,m,NaN,NaN,NaN,NaN,finitimus
Sen_13,bellum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,bellum
Sen_13,inferre,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,infero
Sen_13,possent,VERB,Pl.,NaN,NaN,3,Imp.,act.,subj.,possum
Sen_13,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_13,qua,PRON,Sg.,Abl.,f,NaN,NaN,NaN,NaN,qui
Sen_13,ex,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ex
Sen_13,parte,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,pars
Sen_13,homines,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,homo
Sen_13,bellandi,VERB,NaN,Gen.,n,NaN,NaN,NaN,ger.,bello
Sen_13,cupidi,ADJ,Pl.,Nom.,m,NaN,NaN,NaN,NaN,cupidus
Sen_13,magno,ADJ,Sg.,Abl.,n,NaN,NaN,NaN,NaN,magnus
Sen_13,dolore,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,dolor
Sen_13,adficiebantur,VERB,Pl.,NaN,NaN,3,Imp.,pass.,ind.,afficio
Sen_13,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_14,Pro,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pro
Sen_14,multitudine,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,multitudo
Sen_14,autem,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,autem
Sen_14,hominum,NOUN,Pl.,Gen.,m,NaN,NaN,NaN,NaN,homo
Sen_14,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_14,pro,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,pro
Sen_14,gloria,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,gloria
Sen_14,belli,NOUN,Sg.,Gen.,n,NaN,NaN,NaN,NaN,bellum
Sen_14,atque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,atque
Sen_14,fortitudinis,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,fortitudo
Sen_14,angustos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,angustus
Sen_14,se,PRON,Pl.,Acc.,m,NaN,NaN,NaN,NaN,sui
Sen_14,fines,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,finis
Sen_14,habere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,habeo
Sen_14,arbitrabantur,VERB,Pl.,NaN,NaN,3,Imp.,dep.,ind.,arbitror
Sen_14,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_14,qui,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_14,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_14,longitudinem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,longitudo
Sen_14,milia,NOUN,Pl.,Acc.,n,NaN,NaN,NaN,NaN,mille
Sen_14,passuum,NOUN,Pl.,Gen.,m,NaN,NaN,NaN,NaN,passus
Sen_14,CCXl,NUM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CCXL
Sen_14,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_14,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_14,latitudinem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,latitudo
Sen_14,CLXXX,NUM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CLXXX
Sen_14,patebant,VERB,Pl.,NaN,NaN,3,Imp.,act.,ind.,pateo
Sen_14,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_15,His,PRON,Pl.,Abl.,f,NaN,NaN,NaN,NaN,hic
Sen_15,rebus,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,res
Sen_15,adducti,VERB,Pl.,Nom.,m,NaN,Perf.,pass.,part.,adduco
Sen_15,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_15,auctoritate,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,auctoritas
Sen_15,Orgetorigis,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,Orgetorix
Sen_15,permoti,VERB,Pl.,Nom.,m,NaN,Perf.,pass.,part.,permoveo
Sen_15,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_15,constituerunt,VERB,Pl.,NaN,NaN,3,Perf.,act.,ind.,constituo
Sen_15,ea,PRON,Pl.,Acc.,n,NaN,NaN,NaN,NaN,is
Sen_15,quae,PRON,Pl.,Nom.,n,NaN,NaN,NaN,NaN,qui
Sen_15,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_15,proficiscendum,VERB,NaN,Acc.,n,NaN,NaN,NaN,ger.,proficiscor
Sen_15,pertinerent,VERB,Pl.,NaN,NaN,3,Imp.,act.,subj.,pertineo
Sen_15,comparare,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,comparo
Sen_15,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_15,iumentorum,NOUN,Pl.,Gen.,n,NaN,NaN,NaN,NaN,iumentum
Sen_15,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_15,carrorum,NOUN,Pl.,Gen.,m,NaN,NaN,NaN,NaN,carrus
Sen_15,quam,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quam
Sen_15,maximum,ADJ,Sg.,Acc.,m,NaN,NaN,NaN,NaN,maximus
Sen_15,numerum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,numerus
Sen_15,coemere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,coemo
Sen_15,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_15,sementes,NOUN,Pl.,Acc.,f,NaN,NaN,NaN,NaN,sementis
Sen_15,quam,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quam
Sen_15,maximas,ADJ,Pl.,Acc.,f,NaN,NaN,NaN,NaN,maximus
Sen_15,facere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,facio
Sen_15,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ut
Sen_15,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_15,itinere,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,iter
Sen_15,copia,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,copia
Sen_15,frumenti,NOUN,Sg.,Gen.,n,NaN,NaN,NaN,NaN,frumentum
Sen_15,suppeteret,VERB,Sg.,NaN,NaN,3,Imp.,act.,subj.,suppeto
Sen_15,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_15,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_15,proximis,ADJ,Pl.,Abl.,f,NaN,NaN,NaN,NaN,proximus
Sen_15,civitatibus,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,civitas
Sen_15,pacem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,pax
Sen_15,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_15,amitiam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,amicitia
Sen_15,confirmare,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,confirmo
Sen_15,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_16,Ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_16,eas,PRON,Pl.,Acc.,f,NaN,NaN,NaN,NaN,is
Sen_16,res,NOUN,Pl.,Acc.,f,NaN,NaN,NaN,NaN,res
Sen_16,cnficiendas,VERB,Pl.,Acc.,f,NaN,NaN,NaN,gdv.,conficio
Sen_16,Orgetorix,NOUN,Sg.,Nom.,m,NaN,NaN,NaN,NaN,Orgetorix
Sen_16,deligitur,VERB,Sg.,NaN,NaN,3,Praes.,pass.,ind.,deligo
Sen_16,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_17,Is,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,is
Sen_17,sibi,PRON,Sg.,Dat.,m,NaN,NaN,NaN,NaN,sui
Sen_17,legationem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,legatio
Sen_17,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_17,civitates,NOUN,Pl.,Acc.,f,NaN,NaN,NaN,NaN,civitas
Sen_17,suscepit,VERB,Sg.,NaN,NaN,3,Perf.,act.,ind.,suscipio
Sen_17,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_18,In,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_18,eo,PRON,Sg.,Abl.,n,NaN,NaN,NaN,NaN,is
Sen_18,itinere,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,iter
Sen_18,persuadet,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,persuadeo
Sen_18,Castico,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,Casticus
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,Catamantaledis,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,Catamantaledis
Sen_18,filio,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,filius
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,Sequano,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,Sequanus
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,cuius,PRON,Sg.,Gen.,m,NaN,NaN,NaN,NaN,qui
Sen_18,pater,NOUN,Sg.,Nom.,m,NaN,NaN,NaN,NaN,pater
Sen_18,regnum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,regnum
Sen_18,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_18,Sequanis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Sequani
Sen_18,multus,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,multus
Sen_18,annos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,annus
Sen_18,obtinuerat,VERB,Sg.,NaN,NaN,3,Plupf.,act.,ind.,obtineo
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_18,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a
Sen_18,senatu,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,senatus
Sen_18,Populi,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,populus
Sen_18,Romani,ADJ,Sg.,Gen.,m,NaN,NaN,NaN,NaN,Romanus
Sen_18,amicus,NOUN,Sg.,Nom.,m,NaN,NaN,NaN,NaN,amicus
Sen_18,appellatus,VERB,Sg.,Nom.,m,NaN,Perf.,pass.,part.,appello
Sen_18,erat,VERB,Sg.,NaN,NaN,3,Plupf.,act.,ind.,sum
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ut
Sen_18,regnum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,regnum
Sen_18,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_18,civitate,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,civitas
Sen_18,sua,PRON,Sg.,Abl.,f,NaN,NaN,NaN,NaN,suus
Sen_18,occuparet,VERB,Sg.,NaN,NaN,3,Imp.,act.,subj.,occupo
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,quod,PRON,Sg.,Acc.,n,NaN,NaN,NaN,NaN,qui
Sen_18,pater,NOUN,Sg.,Nom.,m,NaN,NaN,NaN,NaN,pater
Sen_18,ante,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ante
Sen_18,habuerat,VERB,Sg.,NaN,NaN,3,Plupf.,act.,ind.,habeo
Sen_18,;,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,;
Sen_18,itemque,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,itemque
Sen_18,Dumorigi,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,Dumnorix
Sen_18,Aeduo,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,Aedui
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,fratri,NOUN,Sg.,Dat.,m,NaN,NaN,NaN,NaN,frater
Sen_18,Divitiaci,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,Divitiacus
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,qui,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_18,eo,PRON,Sg.,Abl.,n,NaN,NaN,NaN,NaN,is
Sen_18,tempore,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,tempus
Sen_18,principatum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,principatus
Sen_18,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_18,civitate,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,civitas
Sen_18,obtinebat,VERB,Sg.,NaN,NaN,3,Imp.,act.,ind.,obtineo
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,ac,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ac
Sen_18,maxime,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,maxime
Sen_18,plebi,NOUN,Sg.,Dat.,f,NaN,NaN,NaN,NaN,plebs
Sen_18,acceptus,VERB,Sg.,Nom.,m,NaN,Perf.,pass.,part.,accipio
Sen_18,erat,VERB,Sg.,NaN,NaN,3,Plupf.,act.,ind.,sum
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ut
Sen_18,idem,PRON,Sg.,Nom.,n,NaN,NaN,NaN,NaN,idem
Sen_18,conaretur,VERB,Sg.,NaN,NaN,3,Imp.,dep.,subj.,conor
Sen_18,persuadet,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,persuadeo
Sen_18,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_18,eique,PRON,Sg.,Dat.,m,NaN,NaN,NaN,NaN,is
Sen_18,filiam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,filia
Sen_18,suam,PRON,Sg.,Acc.,f,NaN,NaN,NaN,NaN,suus
Sen_18,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_18,matrimonium,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,matrimonium
Sen_18,dat,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,do
Sen_18,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_19,Perfacile,ADJ,Sg.,Nom.,n,NaN,NaN,NaN,NaN,perfacilis
Sen_19,factu,VERB,NaN,Abl.,n,NaN,NaN,NaN,sup.,facio
Sen_19,esse,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,sum
Sen_19,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_19,illis,PRON,Pl.,Dat.,m,NaN,NaN,NaN,NaN,ille
Sen_19,probat,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,probo
Sen_19,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_19,conata,VERB,Pl.,Nom.,n,NaN,Perf.,dep.,part.,conor
Sen_19,perficere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,perficio
Sen_19,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_19,propterea,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,propterea
Sen_19,quod,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quod
Sen_19,ipse,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,ipse
Sen_19,suae,PRON,Sg.,Gen.,f,NaN,NaN,NaN,NaN,suus
Sen_19,civitatis,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,civitas
Sen_19,imperium,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,imperium
Sen_19,obtenturus,VERB,Sg.,Nom.,m,NaN,Fut.,act.,part.,obtineo
Sen_19,esset,VERB,Sg.,NaN,NaN,3,Imp.,act.,subj.,sum
Sen_19,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_19,non,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,non
Sen_19,esse,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,sum
Sen_19,dubium,ADJ,Sg.,Nom.,n,NaN,NaN,NaN,NaN,dubius
Sen_19,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_19,quin,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quin
Sen_19,totius,ADJ,Sg.,Gen.,f,NaN,NaN,NaN,NaN,totus
Sen_19,Galliae,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,Gallia
Sen_19,plurimum,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,plurimum
Sen_19,Helvetii,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_19,possent,VERB,Pl.,NaN,NaN,3,Imp.,act.,subj.,possum
Sen_19,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_19,se,PRON,Sg.,Acc.,m,NaN,NaN,NaN,NaN,sui
Sen_19,suis,PRON,Pl.,Abl.,f,NaN,NaN,NaN,NaN,suus
Sen_19,copiis,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,copia
Sen_19,suoque,PRON,Sg.,Abl.,n,NaN,NaN,NaN,NaN,suus
Sen_19,exercitu,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,exercitus
Sen_19,illis,PRON,Pl.,Dat.,m,NaN,NaN,NaN,NaN,ille
Sen_19,regna,NOUN,Pl.,Acc.,n,NaN,NaN,NaN,NaN,regnum
Sen_19,conciliaturum,VERB,Sg.,Acc.,m,NaN,Fut.,act.,part.,concilio
Sen_19,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_19,cunfirmat,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,confirmo
Sen_19,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_20,Hac,PRON,Sg.,Abl.,f,NaN,NaN,NaN,NaN,hic
Sen_20,oratione,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,oratio
Sen_20,adducti,VERB,Pl.,Nom.,m,NaN,Perf.,pass.,part.,adduco
Sen_20,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_20,inter,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,inter
Sen_20,se,PRON,Pl.,Acc.,m,NaN,NaN,NaN,NaN,sui
Sen_20,fidem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,fides
Sen_20,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_20,ius,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,ius
Sen_20,iurandum,VERB,Sg.,Acc.,n,NaN,NaN,NaN,ger.,iuro
Sen_20,dant,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,do
Sen_20,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_20,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_20,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_20,regno,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,regnum
Sen_20,occupato,VERB,Sg.,Abl.,n,NaN,Perf.,pass.,part.,occupo
Sen_20,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_20,per,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,per
Sen_20,tres,NUM,Pl.,Acc.,m,NaN,NaN,NaN,NaN,tres
Sen_20,potemtissimos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,potens
Sen_20,ac,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ac
Sen_20,firmissimos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,firmus
Sen_20,populos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,populus
Sen_20,totius,ADJ,Sg.,Gen.,f,NaN,NaN,NaN,NaN,totus
Sen_20,Galliae,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,Gallia
Sen_20,sese,PRON,Pl.,Acc.,m,NaN,NaN,NaN,NaN,sui
Sen_20,potiri,VERB,NaN,NaN,NaN,NaN,Praes.,dep.,inf.,potior
Sen_20,posse,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,possum
Sen_20,sperant,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,spero
Sen_20,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_21,Ea,PRON,Sg.,Nom.,f,NaN,NaN,NaN,NaN,is
Sen_21,res,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,res
Sen_21,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,u
Sen_21,est,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,sum
Sen_21,Helvetiis,NOUN,Pl.,Dat.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_21,per,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,per
Sen_21,indicium,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,indicium
Sen_21,enunciata,VERB,Sg.,Nom.,f,NaN,Perf.,pass.,part.,enuntio
Sen_21,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_21,moribus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,mos
Sen_21,suis,PRON,Pl.,Abl.,m,NaN,NaN,NaN,NaN,suus
Sen_21,Orgetorigem,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,Orgetorix
Sen_21,ex,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ex
Sen_21,vinculis,NOUN,Pl.,Abl.,n,NaN,NaN,NaN,NaN,vinculum
Sen_21,causam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,causa
Sen_21,dicere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,dico
Sen_21,coegerunt,VERB,Pl.,NaN,NaN,3,Perf.,act.,ind.,cogo
Sen_21,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_21,damnatum,VERB,Sg.,Acc.,m,NaN,Perf.,pass.,part.,damno
Sen_21,poenam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,poena
Sen_21,sequi,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,sequor
Sen_21,oportebat,VERB,Sg.,NaN,NaN,3,Imp.,act.,ind.,oportet
Sen_21,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
